"","post_username","post_ID","post_comment","message_ID","sentiment","DatetimeSF","DatetimeSG","DateSG","Hour","Dayofweek","wordcount","mean","vNegTerms","negTerms","posTerms","vPosTerms"
"1762","Deriq Choo","1.02e+16","Unfortunately, I have to say that I'm not the only 1 who has trouble understanding their marketing terms on the 20% bonus promotion. Needless to say, it tends to lean towards misled messages that was not initially intended by Grab. As per what fellow riders had shared, it seems only right that some form of refund should be allowed in certain circumstances. Hope to have some faith in this growing transportation platform.","825759957575990_826761297475856",NA,2017-05-24 07:34:46,2017-05-25 00:34:46,"2017-5-25",0,4,72,0.666666666666667,0,1,5,0
"1763","Beverly Yuen","1.02e+16","I have been trying to top up my credits since 10 May but could not do so despite contacting Grab through numerous emails (I could not get through the Grab hotline). I have tried to uninstall and reinstall the app as advised, and tried with different credit cards. However, none works.","825759957575990_827662877385698",NA,2017-05-26 03:59:34,2017-05-26 20:59:34,"2017-5-26",20,5,51,2,0,0,1,0
"1764","Tan Lay Bee","1.02e+16","Is it open to all riders? Last week I top up my credits, grab hotline said 20 % extra credits are only for selected riders only.","825759957575990_825920767559909",NA,2017-05-22 14:14:38,2017-05-23 07:14:38,"2017-5-23",7,2,26,2,0,0,1,0
"1765","Xuan Huang","1.02e+16","Is the promotion fully redeemed already? And may I know will I still get my 20% cash rebate for Citibank cashback credit card if I top up the credit here?","825759957575990_826357687516217",NA,2017-05-23 11:32:35,2017-05-24 04:32:35,"2017-5-24",4,3,30,2,0,0,2,0
"1766","Pamela Ong","1.52e+14","If Grab is not able to give the bonus credits, you should refund me my top up instead of telling me it's not possible. Worst customer service ever. Grab should really brush up on their customer service skills.","825759957575990_826342320851087",NA,2017-05-23 10:34:44,2017-05-24 03:34:44,"2017-5-24",3,3,38,-0.5,0,1,1,0
"1767","Stephane Mel","1.02e+16","I appealed to grab for the last top up promotion, but never got the rest of my emails answered after their customer service gave me what seems to be a generic answer..","825759957575990_826383437513642",NA,2017-05-23 12:32:56,2017-05-24 05:32:56,"2017-5-24",5,3,32,2,0,0,1,0
"1768","Aileen Lim","1.02e+16","https://www.grab.com/sg/bonuscredits1/?utm_source=Facebook&utm_medium=SocialPost&utm_campaign=SG_Grab_PAX_BonusCredit&utm_term=&utm_content=  It is not mentioned anywhere that the phone app needs to be updated in the latest version to be entitled to this promotion and there is no warning icon that pops up to indicate there would be no credits due to app version.   Pls review how your app works before rolling out the promotion. Getting consumers to do the upfront credit without  thorough checking and testing is not right.","825759957575990_826421100843209",NA,2017-05-23 14:03:22,2017-05-24 07:03:22,"2017-5-24",7,3,70,-1,0,3,1,0
"1769","Pamela Ong","1.52e+14","Grab customer service sucks. If it's fully redeemed, why is there a redemption message still? Just trying to shut us up by telling us it's fully redeem. Is it even fully redeemed or was it technical fault?!","825759957575990_826340307517955",NA,2017-05-23 10:25:19,2017-05-24 03:25:19,"2017-5-24",3,3,37,0.333333333333333,0,1,2,0
"1770","Cathy Pang","1.64e+15","Thanks Grab for the $20. Do bring same promo back in June. :)","825759957575990_826231887528797","positive",2017-05-23 03:54:48,2017-05-23 20:54:48,"2017-5-23",20,2,13,2,0,0,1,0
"1771","Jia Sheng","1.63e+15","I'm happy that Grab are having these promotion so as to keep her customers.However,the downside is that these promos are only for those paying via grabpay.As someone who prefers to use cash to pay,i hope Grab can do more promos on cash.","824175764401076_827591367392849",NA,2017-05-26 00:22:24,2017-05-26 17:22:24,"2017-5-26",17,5,42,0.75,0,1,2,0
"1772","Why Not Deals Singapore","9.53e+14","This RIDE5 Promo Code has been featured at https://www.whynotdeals.com/deals/grabsingaporeget5off2ndjustgrabrideride5promocode2228may2017/","824175764401076_825365630948756",NA,2017-05-21 12:10:13,2017-05-22 05:10:13,"2017-5-22",5,1,9,0,0,0,0,0
"1773","Guat Sim","1.02e+16","Why is the promotion only giving to credit card holders? I don't own one and i travel by taxi everyday.","824175764401076_825458307606155",NA,2017-05-21 15:35:04,2017-05-22 08:35:04,"2017-5-22",8,1,20,0,0,0,0,0
"1774","Alenzo Gill","9.67e+14","0","824175764401076_825449427607043",NA,2017-05-21 15:08:44,2017-05-22 08:08:44,"2017-5-22",8,1,0,0,0,0,0,0
"1775","Zhu Ting","1.64e+15","I cant use grab apps  they banned me for nothing","824175764401076_828097640675555",NA,2017-05-27 02:56:41,2017-05-27 19:56:41,"2017-5-27",19,6,11,-2,0,1,0,0
"1776","Lim Hong Kai","1.02e+16","GrabBoyfriend GrabGirlFriend coming to a town near you","824175764401076_828309327321053",NA,2017-05-27 12:53:20,2017-05-28 05:53:20,"2017-5-28",5,0,8,0,0,0,0,0
"1777","Chung Betty","1.49e+15","Grab, if want to give promotion pls don't set the timing.","824175764401076_828605050624814",NA,2017-05-28 02:00:17,2017-05-28 19:00:17,"2017-5-28",19,0,11,1,0,0,1,0
"1778","Abdus Satter","3.28e+14","0","824175764401076_828800527271933",NA,2017-05-28 12:46:56,2017-05-29 05:46:56,"2017-5-29",5,1,0,0,0,0,0,0
"1779","Abdus Satter","3.28e+14","0","824175764401076_828800477271938",NA,2017-05-28 12:46:50,2017-05-29 05:46:50,"2017-5-29",5,1,0,0,0,0,0,0
"1780","Abdus Satter","3.28e+14","0","824175764401076_828800430605276",NA,2017-05-28 12:46:44,2017-05-29 05:46:44,"2017-5-29",5,1,0,0,0,0,0,0
"1781","Abdus Satter","3.28e+14","0","824175764401076_828800377271948",NA,2017-05-28 12:46:36,2017-05-29 05:46:36,"2017-5-29",5,1,0,0,0,0,0,0
"1782","Abdus Satter","3.28e+14","0","824175764401076_828800200605299",NA,2017-05-28 12:46:28,2017-05-29 05:46:28,"2017-5-29",5,1,0,0,0,0,0,0
"1783","Abdus Satter","3.28e+14","0","824175764401076_828800163938636",NA,2017-05-28 12:46:20,2017-05-29 05:46:20,"2017-5-29",5,1,0,0,0,0,0,0
"1784","Abdus Satter","3.28e+14","0","824175764401076_828800120605307",NA,2017-05-28 12:46:14,2017-05-29 05:46:14,"2017-5-29",5,1,0,0,0,0,0,0
"1785","Abdus Satter","3.28e+14","0","824175764401076_828800103938642",NA,2017-05-28 12:46:10,2017-05-29 05:46:10,"2017-5-29",5,1,0,0,0,0,0,0
"1786","Abdus Satter","3.28e+14","0","824175764401076_828800077271978",NA,2017-05-28 12:46:07,2017-05-29 05:46:07,"2017-5-29",5,1,0,0,0,0,0,0
"1787","Abdus Satter","3.28e+14","0","824175764401076_828800070605312",NA,2017-05-28 12:46:05,2017-05-29 05:46:05,"2017-5-29",5,1,0,0,0,0,0,0
"1788","Abdus Satter","3.28e+14","0","824175764401076_828800047271981",NA,2017-05-28 12:46:03,2017-05-29 05:46:03,"2017-5-29",5,1,0,0,0,0,0,0
"1789","Maya Mayumi","1.66e+15","izzit still have","824175764401076_825929707559015",NA,2017-05-22 14:40:12,2017-05-23 07:40:12,"2017-5-23",7,2,3,0,0,0,0,0
"1790","Nithis Ukt","1.45e+15","","824175764401076_827576930727626",NA,2017-05-25 23:32:55,2017-05-26 16:32:55,"2017-5-26",16,5,1,0,0,0,0,0
"1791","Siti Aries Siti","1.72e+14","Tks","824175764401076_827810100704309",NA,2017-05-26 12:45:47,2017-05-27 05:45:47,"2017-5-27",5,6,1,0,0,0,0,0
"1792","Jegan Suppiah","1.87e+15","Nice superrrrr da karunan","824175764401076_827567270728592",NA,2017-05-25 23:09:28,2017-05-26 16:09:28,"2017-5-26",16,5,4,3,0,0,1,0
"1793","Ng Kim Leng","1.38e+15","Tks Kate for the update! ","824175764401076_825442330941086",NA,2017-05-21 14:46:34,2017-05-22 07:46:34,"2017-5-22",7,1,6,0,0,0,0,0
"1794","Omar Faruk","2.69e+14","veri nice","824175764401076_828288753989777",NA,2017-05-27 11:44:54,2017-05-28 04:44:54,"2017-5-28",4,0,2,3,0,0,1,0
"1795","Lim William","1.02e+16","To the GRAB management &staff ","824175764401076_826425977509388",NA,2017-05-23 14:15:18,2017-05-24 07:15:18,"2017-5-24",7,3,7,0,0,0,0,0
"1796","Raymond Cheong","1.02e+16","lol. their customer services never help with enquires at all. always reply u same answer, we will check and call us back again...just drag drag drag. never solve anything. zzz","823870397764946_824894184329234",NA,2017-05-20 14:56:45,2017-05-21 07:56:45,"2017-5-21",7,0,30,0.5,0,3,3,0
"1797","Alenzo Gill","9.67e+14","0","823870397764946_824016077750378",NA,2017-05-19 00:03:09,2017-05-19 17:03:09,"2017-5-19",17,5,0,0,0,0,0,0
"1798","Cheryl Chong","1.96e+15","Chan Hiok Hong time to switch to grab","823870397764946_824107001074619",NA,2017-05-19 04:22:56,2017-05-19 21:22:56,"2017-5-19",21,5,8,0,0,0,0,0
"1799","Iris Maureen","1.02e+16","Matt Crookes ","823870397764946_824757974342855",NA,2017-05-20 12:03:52,2017-05-21 05:03:52,"2017-5-21",5,0,3,0,0,0,0,0
"1800","Choo JenSin","1.02e+16","Take your first FREE Grab ride (up to SGD8) using https://invite.grab.co/3AEACC  Also join the #1 hourly rental driver FB group at TinyURL.com/GrabPowerHour to chat with fellow hourly rental drivers, learn from each other, and share tips & tricks of the trade.","823870397764946_824110637740922",NA,2017-05-19 04:37:33,2017-05-19 21:37:33,"2017-5-19",21,5,41,1,0,0,3,0
"1801","Nuraini Hassan","1.75e+15","Hylma Tay","823870397764946_824048297747156",NA,2017-05-19 01:16:00,2017-05-19 18:16:00,"2017-5-19",18,5,2,0,0,0,0,0
"1802","Jim Tng","1.47e+15","favourite? I don't recognize 90% of them!","823641357787850_824209931064326",NA,2017-05-19 09:40:54,2017-05-20 02:40:54,"2017-5-20",2,6,7,0,0,0,0,0
"1803","Alenzo Gill","9.67e+14","0","823641357787850_823756504443002",NA,2017-05-18 11:37:50,2017-05-19 04:37:50,"2017-5-19",4,5,0,0,0,0,0,0
"1804","Lynn Ng","1.02e+16","Wilson Teo","823641357787850_824169657735020",NA,2017-05-19 07:44:37,2017-05-20 00:44:37,"2017-5-20",0,6,2,0,0,0,0,0
"1805","Simon Koh Liang Meng","1.65e+15","The Chinese always copied invention to make it efficient...so can we destroy this Copy Cat Chinese Stereotype or Syndrome image","823018527850133_828350457316940",NA,2017-05-27 14:01:07,2017-05-28 07:01:07,"2017-5-28",7,0,20,-2.5,0,2,0,0
"1806","Alenzo Gill","9.67e+14","0","823018527850133_823153071170012",NA,2017-05-17 09:35:42,2017-05-18 02:35:42,"2017-5-18",2,4,0,0,0,0,0,0
"1807","Tham Lai Mun","1.02e+16","","823018527850133_823350824483570",NA,2017-05-17 17:08:35,2017-05-18 10:08:35,"2017-5-18",10,4,1,0,0,0,0,0
"1808","Andrew Boyd","1.62e+15","World's leading social app for cheating spouses, perhaps  :)","823003711184948_823015761183743","positive",2017-05-17 02:23:12,2017-05-17 19:23:12,"2017-5-17",19,3,9,0,0,0,0,0
"1809","Natalie Meg Leigh","1.02e+16","Jasmine Wu who you wanna meet? hahhaha","823003711184948_823037421181577",NA,2017-05-17 03:32:40,2017-05-17 20:32:40,"2017-5-17",20,3,7,0,0,0,0,0
"1810","Alenzo Gill","9.67e+14","0","823003711184948_823153094503343",NA,2017-05-17 09:35:49,2017-05-18 02:35:49,"2017-5-18",2,4,0,0,0,0,0,0
"1811","Gary Chan","1.95e+14","Marketing gimmicks","823003711184948_823037354514917",NA,2017-05-17 03:32:10,2017-05-17 20:32:10,"2017-5-17",20,3,2,0,0,0,0,0
"1812","Jamie Thompson","4.67e+14","Xin QI I would swipe right for Nicole Choo ","823003711184948_823009921184327",NA,2017-05-17 02:11:29,2017-05-17 19:11:29,"2017-5-17",19,3,10,0,0,0,0,0
"1813","Juyyo","1.64e+15","This Grab X Tinder Collabration have been Featured on https://www.juyyo.com/promo/FmQL4ES/grabxtinder19thmay2017collabration","823003711184948_823529054465747",NA,2017-05-18 03:02:35,2017-05-18 20:02:35,"2017-5-18",20,4,10,0,0,0,0,0
"1814","Ebenezer Tan","5.03e+14","Rena Lexy Alfred for y'all","823003711184948_823007817851204",NA,2017-05-17 02:07:57,2017-05-17 19:07:57,"2017-5-17",19,3,5,0,0,0,0,0
"1815","Celestine Neo","1.02e+16","Geraldine Ng!!!!","823003711184948_823036164515036",NA,2017-05-17 03:27:19,2017-05-17 20:27:19,"2017-5-17",20,3,2,0,0,0,0,0
"1816","Nish Ronaldo","1.02e+16","Mani","823003711184948_823004197851566",NA,2017-05-17 01:57:48,2017-05-17 18:57:48,"2017-5-17",18,3,1,0,0,0,0,0
"1817","Jolyn Low","1.59e+15","Joey Jillian Teo","823003711184948_823006421184677",NA,2017-05-17 02:06:02,2017-05-17 19:06:02,"2017-5-17",19,3,3,0,0,0,0,0
"1818","Alenzo Gill","9.67e+14","0","822715351213784_822999021185417",NA,2017-05-17 01:41:34,2017-05-17 18:41:34,"2017-5-17",18,3,0,0,0,0,0,0
"1819","Bala Kutti Paiyan","1.7e+15","Mce","822715351213784_822769571208362",NA,2017-05-16 14:25:26,2017-05-17 07:25:26,"2017-5-17",7,3,1,0,0,0,0,0
"1820","Larry Tan","1.02e+16","When I accept grabshare bookings, I will not pick another passenger, but that's only me. All my passengers super happy ","822615567890429_823281417823844",NA,2017-05-17 14:48:37,2017-05-18 07:48:37,"2017-5-18",7,4,21,2.33333333333333,0,0,3,0
"1821","Zack Leo","5e+14","Very good life...  love it taxi driver become grabshere....  so we Shere2 customer ok taxi driver.. if not Always grabcar kena take.. ","822615567890429_822742901211029","positive",2017-05-16 13:15:56,2017-05-17 06:15:56,"2017-5-17",6,3,23,3,0,0,2,0
"1822","Jouren LZ","1.02e+16","Fares becoming fixed price with all the different ride types. Bringing public taxis into play, looks who's having a share in Grab. The govt yea","822615567890429_822837144534938",NA,2017-05-16 17:14:21,2017-05-17 10:14:21,"2017-5-17",10,3,25,1,0,0,1,0
"1823","Ioil Lee","8.59e+14","Taxi is good, typically bigger and more spacious to share if there are 22 pax sharing. I ever got a 1.3L fit... OMG!! ","822615567890429_822691561216163",NA,2017-05-16 11:06:38,2017-05-17 04:06:38,"2017-5-17",4,3,24,1.66666666666667,0,0,3,0
"1824","K Dash Ken","1.02e+16","If i want my grab share by a car and not a taxi... Is there such option? Personal preference...","822615567890429_822657434552909",NA,2017-05-16 09:05:05,2017-05-17 02:05:05,"2017-5-17",2,3,19,1,0,0,2,0
"1825","Suresh Sharma","1.02e+16","Grab.. Why isn't there any promo ie: off 3 which usually have.. This week no promo is it?","822615567890429_822639024554750",NA,2017-05-16 07:49:22,2017-05-17 00:49:22,"2017-5-17",0,3,18,0,0,1,0,0
"1826","Esther Goh","1.02e+16","As for me I prefer car then taxi,  is there a choice when booking?","822615567890429_822991541186165",NA,2017-05-17 01:13:34,2017-05-17 18:13:34,"2017-5-17",18,3,14,0,0,0,0,0
"1827","Carol Stone","3.12e+14","pl increase your limit of users Every night can't use grab car and share promo","822615567890429_824150817736904",NA,2017-05-19 06:49:40,2017-05-19 23:49:40,"2017-5-19",23,5,15,1,0,0,2,0
"1828","Scott Woodman","4.71e+14","In a single trip are there any maximum destinations? 3? 5? I don't want to be touring around Sg","822615567890429_822622821223037",NA,2017-05-16 06:40:28,2017-05-16 23:40:28,"2017-5-16",23,2,19,1,0,0,1,0
"1829","Alenzo Gill","9.67e+14","0","822615567890429_822912414527411",NA,2017-05-16 20:45:22,2017-05-17 13:45:22,"2017-5-17",13,3,0,0,0,0,0,0
"1830","Bok Chek Yang","1.02e+16","Should give promo to boost the number of bookings.","822615567890429_823083467843639",NA,2017-05-17 05:37:02,2017-05-17 22:37:02,"2017-5-17",22,3,9,1,0,0,1,0
"1831","A Amir Rayyan","1.02e+16","#TDFighter don't do GrabShare","822615567890429_823366621148657",NA,2017-05-17 17:55:26,2017-05-18 10:55:26,"2017-5-18",10,4,4,0,0,0,0,0
"1832","Janet Teoh","1.02e+16","Currently nvm use ar , next time I got use then pay again","822615567890429_822864377865548",NA,2017-05-16 18:26:52,2017-05-17 11:26:52,"2017-5-17",11,3,13,0,0,0,0,0
"1833","Sun Ting Wong","1.02e+16","swee!","822615567890429_822968994521753",NA,2017-05-16 23:46:18,2017-05-17 16:46:18,"2017-5-17",16,3,1,0,0,0,0,0
"1834","Carol Stone","3.12e+14","Grab... Where is your grab share promo?","822615567890429_824150584403594",NA,2017-05-19 06:48:36,2017-05-19 23:48:36,"2017-5-19",23,5,7,1,0,0,1,0
"1835","Pa Pa Vin","1.88e+15","Mix 2","822615567890429_822624251222894",NA,2017-05-16 06:47:19,2017-05-16 23:47:19,"2017-5-16",23,2,2,0,0,0,0,0
"1836","Desmond Guo SongQing Jonos","1.02e+16","0","822615567890429_823083784510274",NA,2017-05-17 05:38:41,2017-05-17 22:38:41,"2017-5-17",22,3,0,0,0,0,0,0
"1837","Janet Teoh","1.02e+16","Doreen Kuek","822615567890429_822862791199040",NA,2017-05-16 18:21:22,2017-05-17 11:21:22,"2017-5-17",11,3,2,0,0,0,0,0
"1838","Mervyn Jui Meng Tan","1.14e+15","I'm very sad to see  that there's no promo code for Mother's Day. ","821146301370689_821490701336249",NA,2017-05-14 01:15:46,2017-05-14 18:15:46,"2017-5-14",18,0,15,-2,0,2,0,0
"1839","Michael Lee","8.53e+14","No","821146301370689_821623091323010",NA,2017-05-14 07:58:48,2017-05-15 00:58:48,"2017-5-15",0,1,1,0,0,1,0,0
"1840","Yun Xiao Hong","5.93e+14","Agree with Mervyn Jui Meng Tan","821146301370689_821498628002123",NA,2017-05-14 01:42:29,2017-05-14 18:42:29,"2017-5-14",18,0,6,1,0,0,1,0
"1841","Alenzo Gill","9.67e+14","0","820514754767177_821454784673174",NA,2017-05-13 22:54:44,2017-05-14 15:54:44,"2017-5-14",15,0,0,0,0,0,0,0
"1842","Raphael Tan","7.04e+14","never wear seat belts.. demerit points for the DJs? haha","820436731441646_825442380941081",NA,2017-05-21 14:46:47,2017-05-22 07:46:47,"2017-5-22",7,1,10,3,0,0,1,0
"1843","Ivan Ho","1.93e+15","First impression is they're miser  Second is they can spread popularity. Third is they never like Uncle to earn more than them. Whatever it is Don't Judge!!!!","820436731441646_826295467522439","negative",2017-05-23 07:56:37,2017-05-24 00:56:37,"2017-5-24",0,3,27,0,0,0,0,0
"1844","Ian Stark","2.06e+15","What a bunch of idiots acting like that whilst driving and the stupid thing in the back wheres ur seat belt ????","820436731441646_830152580470061",NA,2017-05-31 05:43:53,2017-05-31 22:43:53,"2017-5-31",22,3,22,-1,0,1,0,0
"1845","Hazette AK","1.02e+16","Is tompang same as kampong","820436731441646_826635897488396",NA,2017-05-23 23:56:13,2017-05-24 16:56:13,"2017-5-24",16,3,5,0,0,0,0,0
"1846","Liz Jamil","1.37e+15","0","820436731441646_826905894128063",NA,2017-05-24 14:33:59,2017-05-25 07:33:59,"2017-5-25",7,4,0,0,0,0,0,0
"1847","Nae Sam","1.41e+15","Cc ege","820436731441646_830621163756536",NA,2017-06-01 05:45:03,2017-06-01 22:45:03,"2017-6-1",22,4,2,0,0,0,0,0
"1848","Casper Lee","1.02e+16","Haoming. Vanessa, is that ben?","820436731441646_834588853359767",NA,2017-06-08 16:49:43,2017-06-09 09:49:43,"2017-6-9",9,5,5,0,0,0,0,0
"1849","Coolz Tat","1.48e+15","Jason Chang like u face ley","820436731441646_829347623883890",NA,2017-05-29 15:45:27,2017-05-30 08:45:27,"2017-5-30",8,2,6,0,0,0,0,0
"1850","Linda Sim","1.02e+16","Shee Yee Maynette Yap Janice Sim","820436731441646_830335957118390",NA,2017-05-31 15:09:12,2017-06-01 08:09:12,"2017-6-1",8,4,6,0,0,0,0,0
"1851","Huili Poh","1.02e+16","Poh Wei En","820436731441646_825380474280605",NA,2017-05-21 12:46:37,2017-05-22 05:46:37,"2017-5-22",5,1,3,0,0,0,0,0
"1852","Benjamin Ong","1.02e+16","Michael Ong","820436731441646_827795300705789",NA,2017-05-26 11:58:56,2017-05-27 04:58:56,"2017-5-27",4,6,2,0,0,0,0,0
"1853","Lee Yin San","1.02e+16","Wei Siong","820436731441646_834817010003618",NA,2017-06-09 04:55:16,2017-06-09 21:55:16,"2017-6-9",21,5,2,0,0,0,0,0
"1854","Grab","2.3e+14","Hi, All! Thank you very much for your feedback. The GrabTaxi / GrabCar team is now looking into this. We assure you that more improvements are on the way.  Thank you!","819860064832646_820081938143792",NA,2017-05-11 13:21:35,2017-05-12 05:21:35,"2017-5-12",5,5,31,2,0,0,2,0
"1855","Lynda Toh","1.02e+16","Why no route from Sengkang to Jurong?","819860064832646_820046844813968",NA,2017-05-11 11:55:40,2017-05-12 03:55:40,"2017-5-12",3,5,7,0,0,1,0,0
"1856","Nura Sany","1.51e+15","How bout frm Tamp to bukit merah?","819860064832646_820057978146188",NA,2017-05-11 12:24:21,2017-05-12 04:24:21,"2017-5-12",4,5,7,0,0,0,0,0
"1857","Jamie Thompson","4.67e+14","How does Grab Shuttle works???","819860064832646_819938458158140",NA,2017-05-11 07:16:25,2017-05-11 23:16:25,"2017-5-11",23,4,5,0,0,0,0,0
"1858","Why Not Deals Singapore","9.53e+14","This promotion has been featured at https://www.whynotdeals.com/deals/grabsingaporeunlimitedgrabshuttle099perridepromocodetgif12may2017/","819860064832646_820151018136884",NA,2017-05-11 16:06:24,2017-05-12 08:06:24,"2017-5-12",8,5,7,0,0,0,0,0
"1859","Roger Yik","1.02e+16","The routes will never be enough if everyone wants their way.","819860064832646_820296874788965",NA,2017-05-11 23:44:11,2017-05-12 15:44:11,"2017-5-12",15,5,11,0,0,0,0,0
"1860","Jia Ling","1.02e+16","It states cck/Bp  Anson , but there's no stop for Bp at all!","819860064832646_820051994813453",NA,2017-05-11 12:08:45,2017-05-12 04:08:45,"2017-5-12",4,5,14,-1,0,2,0,0
"1861","Lim Hong Chuan","1.02e+16","Have been waiting for a route from Tampines to Midview City since day 1. :(","819860064832646_820001078151878","negative",2017-05-11 10:02:54,2017-05-12 02:02:54,"2017-5-12",2,5,15,0,0,0,0,0
"1862","Wei Hao Chan","1.02e+16","There is a different app for grab stuttle","819860064832646_819913618160624",NA,2017-05-11 06:41:12,2017-05-11 22:41:12,"2017-5-11",22,4,8,0,0,0,0,0
"1863","Kryna Lin","1.83e+15","How to book now when there's no such option of selecting ""GrabShuttle"" on your app ??","819860064832646_819911904827462",NA,2017-05-11 06:38:06,2017-05-11 22:38:06,"2017-5-11",22,4,16,0,0,1,0,0
"1864","Alenzo Gill","9.67e+14","0","819860064832646_820831398068846",NA,2017-05-12 20:49:27,2017-05-13 12:49:27,"2017-5-13",12,6,0,0,0,0,0,0
"1865","Francisca Siow","1.02e+16","No route from Sengkang to NTU and vice versa.","819860064832646_820111614807491",NA,2017-05-11 14:28:22,2017-05-12 06:28:22,"2017-5-12",6,5,9,0,0,1,0,0
"1866","Komathi Gopal Krishnan","1.02e+16","Any grabshuttle from woodlands to Jurong","819860064832646_820122028139783",NA,2017-05-11 14:58:50,2017-05-12 06:58:50,"2017-5-12",6,5,6,0,0,0,0,0
"1867","Thian Chor Yeo","2.74e+14","0","819860064832646_819890631496256",NA,2017-05-11 05:27:01,2017-05-11 21:27:01,"2017-5-11",21,4,0,0,0,0,0,0
"1868","Isabelle Lim","1.02e+16","No Hougang to Newton","819860064832646_820117764806876",NA,2017-05-11 14:45:00,2017-05-12 06:45:00,"2017-5-12",6,5,4,0,0,1,0,0
"1869","Sharon Poh","1.02e+16","Sengkang to town always full, pls increase bus","819860064832646_820114221473897",NA,2017-05-11 14:36:35,2017-05-12 06:36:35,"2017-5-12",6,5,8,1,0,0,1,0
"1870","Moe M Seint","1.02e+16","Any route for woodlands to bedok?  Or woodlands to tampines?","819860064832646_821010484717604",NA,2017-05-13 05:33:45,2017-05-13 21:33:45,"2017-5-13",21,6,10,0,0,0,0,0
"1871","Tharini Nair","1.02e+16","How abt Woodlands to Changi biz park? :)","819860064832646_820077688144217","positive",2017-05-11 13:10:30,2017-05-12 05:10:30,"2017-5-12",5,5,8,0,0,0,0,0
"1872","Ken Cheah","1.02e+16","app not functioning","819860064832646_821703804648272",NA,2017-05-14 11:19:57,2017-05-15 04:19:57,"2017-5-15",4,1,3,0,0,0,0,0
"1873","Nor Aishah","1.55e+15","Hi. Please consider hougang to Somerset too..","819860064832646_820124061472913",NA,2017-05-11 15:03:24,2017-05-12 07:03:24,"2017-5-12",7,5,7,1,0,0,1,0
"1874","EmmyToe Bee Har","1.02e+16","Bukit Batok to Sembawang?","819860064832646_820138531471466",NA,2017-05-11 15:37:33,2017-05-12 07:37:33,"2017-5-12",7,5,4,0,0,0,0,0
"1875","Valerie Tan","1.02e+16","Not for those staying in city area ","819860064832646_820107338141252",NA,2017-05-11 14:20:55,2017-05-12 06:20:55,"2017-5-12",6,5,8,0,0,0,0,0
"1876","Viknesh Venga","1.02e+16","Aruvin Nathan","819860064832646_820022088149777",NA,2017-05-11 11:08:45,2017-05-12 03:08:45,"2017-5-12",3,5,2,0,0,0,0,0
"1877","Patrick Yeo","1.02e+16","Linqi Wong sad. Why not today :((","819860064832646_819870081498311","negative",2017-05-11 04:22:53,2017-05-11 20:22:53,"2017-5-11",20,4,7,-2,0,1,0,0
"1878","Nadia Firdaus","1.6e+15","Jurong bo liao ah","819860064832646_819916604826992",NA,2017-05-11 06:47:17,2017-05-11 22:47:17,"2017-5-11",22,4,4,0,0,0,0,0
"1879","Karan Karim","1.68e+14","0","819393681545951_819483534870299",NA,2017-05-10 10:42:48,2017-05-11 02:42:48,"2017-5-11",2,4,0,0,0,0,0,0
"1880","Jamie Lim","1.02e+16","Always your little girl  . A mother is the truest friend we have, the one who sticks with us through ups and down, go the extra mile to protects us, who shelters us when it gets dark and gloomy and celebrate your joys with the purest of heart. You never have to doubt her, because she is the one that loves you most and that is something that will never change.. for she is your mother . I never really realised how much I depended on my mother until I went on exchange. All my life, she has stuck by me and helped me through every life obstacle. From waking me up every morning to fetching me back home after a long day of school/work, she was always one step ahead so that we could have a comfortable life! Even as I set out on my 6months long exchange, she heavyheartedly helped to pack my luggage and stuffed it full with all the instant local mixes you could find . Nearer to the date, she even surprised me by booking a flight just to follow me  and help me settle in ""I'm old enough to handle this on my own mum..."" I told her but she insisted. When I was there, I remembered feeling slightly annoyed that she was still ""bossing"" me around and nagging about safety... ""I can't wait for her to leave"" I thought to myself . . Oh but I was so wrong. As her departure date grew closer, I started to get more anxious. Finally the day came and as I waved goodbye to her at the train station, I looked into her soft gentle eyes and something in me caved in. Tears started to well up in my eyes. I was overwhelmed with emotions and this sudden panic about being without my mum! As she turned away from me, her smile dropped and for the first time I saw her sadness. That broke me completely and I burst into wild tears. Immediately, I dropped everything and chased madly after her. Crashing into her and hugging her really tight, ""Don't go!"" I cried as I tried my best to burrow into her soft embrace again. ""I love you..."" . I will never forget that moment. Nothing will ever compare to a mother's love and I am grateful for my mother, who have always stuck by me though good and bad times. I love you Mummy . . . Thank you #grab @Grab for this opportunity to #ridingwithmumsg #mum #love #forever","818443518307634_820161371469182","positive",2017-05-11 16:41:00,2017-05-12 08:41:00,"2017-5-12",8,5,425,0.0606060606060606,0,17,17,0
